district,household_size,monthly_income_npr,land_owned_hectares,crop_diversity_score,livestock_count,distance_to_market_km,remittance_income,education_years_head,meals_per_day,diet_diversity_score,disaster_exposure_count,water_access,food_security_status
Lalitpur,10,68710.5603,3.574802223,9,2,10,21902.97654,11,2,3,4,0,1
Palpa,8,3000,1.712842926,3,2,15,6466.004361,14,3,1,1,0,2
Chitwan,3,46203.48623,0.666907109,4,7,17,37481.17801,4,1,8,5,1,1
Rolpa,7,24156.5534,0.724849045,5,1,24,11795.60976,1,3,1,1,0,2
Nawalparasi West (Parasi),7,29632.08066,0.078238088,3,10,46,7319.132964,2,2,11,5,0,2
Ramechhap,10,19996.81782,1.244300346,4,1,37,1144.104614,4,3,1,2,1,2
Chitwan,6,13120.97934,0.036895234,5,0,39,9372.121691,1,2,7,5,1,2
Tanahun,7,37010.19582,0.229398364,1,3,3,4883.827613,8,3,9,1,0,1
Morang,2,39204.85578,2.836514238,9,3,47,1195.604354,4,2,4,3,0,1
Rupandehi,9,45693.44094,0.329249302,10,3,20,16647.61022,16,2,10,4,0,1
Mahottari,10,8036.100702,0.084355167,10,3,10,56805.24749,14,3,4,1,0,2
Ramechhap,10,48983.55734,2.089991259,4,4,33,7144.297528,12,2,5,1,1,1
Sunsari,1,49268.92087,2.486359685,9,1,29,5291.629517,8,3,5,5,0,0
Ramechhap,1,41791.89898,0.124246005,4,3,3,1414.004003,1,3,2,3,0,2
Terhathum,3,28264.61413,1.200616972,1,5,13,3787.527687,1,3,12,1,1,0
Nawalparasi West (Parasi),3,39934.89388,0.296994324,5,2,10,5031.508884,10,2,9,3,1,0
Dhankuta,1,32432.81509,0.288147265,9,3,3,6327.933426,2,3,10,1,1,0
Kavrepalanchok,7,50496.26128,0.182854321,3,2,25,15075.47876,2,1,9,3,1,2
Dolakha,4,29135.29123,0.027444364,5,1,2,1830.356666,9,3,9,1,1,1
Dolakha,10,36728.39088,0.187192223,3,2,36,903.0017991,1,2,9,4,0,2
Bhaktapur,2,7186.84792,0.033166145,3,5,37,40014.09671,0,2,1,2,1,2
Sunsari,10,39884.79663,1.549157584,1,3,40,24080.84366,5,2,8,2,0,1
Sankhuwasabha,5,23007.12879,0.650329987,2,1,3,4890.566805,5,3,8,0,1,1
Bhaktapur,6,43199.45948,1.306220186,2,1,25,15274.52752,10,3,12,2,1,0
Rukum East,9,47614.79832,0.758001631,9,5,38,13465.43102,15,2,4,3,1,1
Dhading,4,25240.43293,0.084445395,7,2,44,20380.80564,0,3,10,3,0,1
Pyuthan,2,35499.01284,1.693890163,8,3,41,29416.29111,4,2,1,5,1,0
Kavrepalanchok,5,37791.91858,1.38090972,2,5,43,6641.712531,9,3,1,2,1,0
Palpa,3,40889.01971,0.256696445,9,0,41,16218.89502,5,3,1,5,0,1
Dolakha,2,47637.72521,0.070954894,3,5,10,24295.42309,10,3,3,3,1,0
Gulmi,1,45544.17882,0.730751261,10,3,10,18024.34874,15,2,10,4,0,0
Kaski,10,28921.75508,0.781969449,2,1,37,38291.79419,12,2,3,3,1,2
Jumla,2,60573.15087,1.362820745,1,2,37,10238.67203,11,3,4,5,1,0
Banke,6,47031.79962,0.032455647,9,3,19,24340.93219,12,2,11,4,1,0
Solukhumbu,8,57482.31028,0.091683637,8,4,25,36076.14557,4,1,2,4,1,2
Mugu,3,40547.30757,0.547153362,4,4,37,12214.57309,12,3,11,4,0,0
Sarlahi,11,41492.88728,0.579180745,7,3,11,261.6721879,12,3,11,1,0,1
Kavrepalanchok,9,33124.94318,0.02051247,3,2,28,25556.91862,12,2,9,0,1,1
Bhaktapur,9,27899.60834,0.303435242,3,1,13,28065.34942,10,2,10,5,1,1
Lalitpur,2,50605.4109,0.526475323,4,6,49,7658.651341,15,2,9,3,1,0
Tanahun,8,39233.44999,0.803443446,2,5,24,3902.522598,13,3,10,1,1,1
Rasuwa,10,32894.97847,0.228010617,10,0,41,57352.81213,9,3,7,5,1,1
Terhathum,11,18638.00023,0.396876901,4,1,41,12031.83272,1,3,2,0,0,2
Surkhet,5,59881.8486,1.009382197,10,3,38,10890.62538,7,3,3,1,0,0
Siraha,4,36802.00695,1.846101157,3,5,25,43802.21998,7,3,8,3,1,0
Bajura,10,15372.43876,0.15706411,8,1,9,7866.190479,13,2,9,5,1,2
Taplejung,5,36302.75945,0.175047958,2,3,13,28271.54826,13,2,4,4,0,0
Khotang,4,31785.273,1.686231053,9,5,4,18092.18168,14,3,9,1,0,0
Solukhumbu,8,31128.8576,0.302420394,3,1,21,51497.46119,15,2,4,0,1,0
Dolpa,4,44220.15683,0.760250499,4,3,10,8396.324206,13,3,2,0,0,1
Okhaldhunga,10,31807.36766,0.568460251,10,2,28,35728.62774,9,3,7,0,1,0
Humla,6,30112.01517,0.201777002,10,5,6,12620.55703,1,3,9,5,1,0
Ilam,2,56798.47579,0.63603123,3,4,17,9690.418242,4,2,2,1,1,1
Ramechhap,5,7166.928396,0.639511501,3,1,30,5471.979447,2,3,8,0,1,2
Nawalparasi West (Parasi),6,34177.88307,0.53854496,8,6,42,12067.82001,6,3,6,2,1,0
Dhading,5,49861.62977,0.062990235,8,2,19,12748.83763,11,3,9,5,0,0
Kailali,2,45030.91918,3.199971711,6,2,34,34299.36755,9,1,5,0,0,0
Parbat,7,51320.77749,0.30691198,4,4,6,18264.08614,10,3,1,0,1,1
Sunsari,4,67345.15008,0.610082782,1,1,29,26271.38795,16,3,5,1,1,0
Panchthar,8,62183.2279,1.301681166,4,3,3,21988.50983,3,1,10,3,1,1
Myagdi,7,16511.44458,0.33024787,8,3,29,4857.859729,5,2,7,1,0,2
Surkhet,7,9228.745342,0.892133237,6,3,29,3456.253416,6,3,11,1,1,2
Salyan,9,40229.63851,2.14157988,2,3,29,4485.824606,4,2,7,2,0,2
Morang,1,13334.1171,0.266774429,3,4,17,2377.541975,5,2,4,3,0,2
Udayapur,10,4176.490877,0.311788221,7,4,42,7315.475084,16,1,10,1,1,2
Manang,6,40059.88573,1.415976375,4,3,45,15915.44389,13,3,6,2,1,0
Rukum West,6,44072.72521,0.104356992,4,3,9,11549.6942,10,1,6,1,1,1
Sindhuli,6,62378.25033,0.017406981,5,4,13,17054.73104,4,2,11,2,1,0
Siraha,6,47294.89712,1.437406073,8,3,35,6603.141637,1,2,10,5,1,0
Darchula,10,65712.96138,1.034207898,7,2,22,3446.439637,13,3,10,4,1,1
Banke,7,40688.86697,2.157955924,9,3,11,3398.957908,15,3,1,0,1,0
Surkhet,10,16819.67618,0.036001476,5,3,11,13776.7414,1,3,5,0,1,2
Okhaldhunga,6,48154.9929,0.101887748,1,2,33,2692.189659,16,3,7,1,0,1
Okhaldhunga,1,56349.00959,0.06676851,4,3,25,7591.730325,15,3,5,2,0,0
Sindhuli,3,41257.35037,0.690100253,6,3,5,3589.717921,8,2,8,4,0,1
Ilam,2,58208.80745,0.558857963,6,4,36,16304.42365,8,3,1,0,1,0
Sindhupalchok,6,33027.98859,0.267149334,9,7,14,14334.08445,4,2,9,1,0,0
Nuwakot,8,43734.38587,0.035482904,10,3,41,7197.778674,3,3,2,5,0,2
Kaski,3,32210.6867,0.612427653,5,4,38,2066.835559,6,2,8,1,0,1
Salyan,10,73064.69746,0.506550184,5,3,18,3570.371207,4,3,5,2,1,1
Ramechhap,8,48460.17098,0.07188071,6,4,39,9585.825276,2,3,10,3,0,2
Doti,8,17132.71791,1.437542404,6,4,46,53677.4826,7,3,7,5,1,1
Lamjung,5,64641.5595,0.13309893,3,2,22,4736.589383,15,3,11,1,0,1
Nawalparasi West (Parasi),8,23269.12387,0.816397378,6,3,35,3182.875329,5,3,11,4,0,2
Okhaldhunga,6,35219.13535,1.298089826,8,3,12,3740.068809,8,3,7,4,1,0
Jajarkot,5,42492.81273,0.519750796,6,1,30,18472.17126,10,2,1,3,0,0
Bardiya,9,43799.8716,0.170093649,5,1,36,36920.92811,6,2,8,4,1,2
Nawalparasi East (Nawalpur),7,42739.55558,0.221985101,3,2,25,1172.206471,9,2,3,2,1,1
Sindhuli,8,16871.27191,1.301606798,1,2,42,20751.78854,4,2,4,1,1,1
Dhanusa,1,42792.55416,0.212512957,5,4,47,10236.27451,6,1,3,2,1,1
Achham,11,52610.33499,0.822702737,6,2,17,26160.87418,5,3,11,3,1,1
Okhaldhunga,2,52149.82448,2.773097645,6,2,46,8209.889001,14,3,2,3,1,1
Udayapur,8,14170.9985,5.162695226,6,3,32,78.4485572,9,2,7,2,1,2
Solukhumbu,9,24509.5539,0.457472309,3,2,39,17223.1705,5,1,10,5,1,2
Surkhet,4,18287.65366,1.051139596,4,1,31,24751.66686,0,3,5,0,1,0
Dang,10,40437.00787,2.778284669,3,3,3,34845.04605,9,2,7,3,1,0
Okhaldhunga,11,10173.63548,0.281688234,2,2,40,12626.49294,14,3,1,1,1,2
Sindhupalchok,10,17036.11564,0.174540015,8,2,18,1952.458912,13,2,10,5,1,2
Manang,9,24357.84017,0.072781047,7,2,6,6926.595368,15,3,2,3,1,2
Lalitpur,4,6251.358204,0.091121717,8,5,46,23004.54128,4,2,6,2,1,2
Sarlahi,10,34555.21434,1.152668795,6,2,34,10230.52621,13,2,6,2,1,0
Makwanpur,10,3000,0.533093127,7,2,25,18021.86396,15,3,3,4,1,2
Jajarkot,10,42765.51631,1.24150074,1,3,43,70.51071638,13,1,10,5,0,2
Jajarkot,9,28647.65378,0.934833777,10,3,22,1137.063561,6,2,1,0,0,2
Sarlahi,11,25016.26868,0.672044917,5,4,33,17146.15827,3,2,3,2,1,2
Arghakhanchi,7,27628.02205,0.56390789,4,3,6,5141.620331,14,3,4,4,1,1
Mugu,2,34033.82252,0.02972778,10,4,10,7369.921324,16,2,1,4,0,2
Dolakha,9,44485.85892,1.234726379,3,3,7,15413.90435,0,3,7,1,1,0
Sindhupalchok,4,56073.55638,0.324608098,2,1,12,1781.997866,14,3,3,4,1,1
Lalitpur,8,51222.49304,0.492297752,9,3,31,26820.24921,15,3,8,0,0,0
Surkhet,7,70707.01316,0.01331884,8,3,40,2339.885173,10,2,7,1,1,1
Makwanpur,7,45804.75535,1.650012793,10,1,33,19823.48097,8,3,12,2,1,0
Humla,8,37245.04164,1.398223329,2,3,17,5195.595068,16,3,6,5,1,1
Sarlahi,1,27687.49089,0.470208272,6,2,14,4515.987879,14,2,8,2,1,1
Kapilvastu,5,28219.21669,0.516672056,3,0,42,25827.73999,7,2,9,4,1,1
Nawalparasi East (Nawalpur),2,43624.60843,0.732502963,3,0,23,12051.18712,7,3,2,3,0,1
Dang,2,19008.89373,0.184481855,5,2,46,3450.592576,2,3,10,0,0,2
Dang,1,38663.61823,0.150552184,7,4,20,38.24247182,13,2,9,0,1,0
Mahottari,5,34698.16167,0.672556973,7,2,17,54198.16617,1,3,10,4,1,0
Mugu,2,23350.4471,0.066171874,10,4,13,8468.306862,0,3,5,0,1,1
Rupandehi,4,18180.95531,0.363149923,1,1,18,7598.092209,4,2,1,1,1,2
Bardiya,3,75395.48003,0.40726311,7,3,12,774.3673892,16,2,1,4,0,1
Nawalparasi East (Nawalpur),3,12654.86134,0.288116726,7,3,15,33721.94643,0,3,7,3,1,1
Gorkha,2,33915.86297,0.122937762,6,0,1,2272.597361,15,2,6,2,1,0
Dhanusa,6,54561.34093,0.263397249,6,1,33,6129.806308,2,3,10,0,1,0
Darchula,2,43464.90984,0.247092687,2,4,48,8199.483843,9,3,9,5,1,1
Okhaldhunga,8,27423.4311,0.415007764,3,3,25,24919.31901,10,2,12,2,0,1
Sindhuli,8,15925.64583,0.673769132,3,1,21,6681.810936,2,2,1,3,0,2
Rupandehi,5,37076.58309,2.069636468,3,1,19,11372.08842,1,1,10,3,1,0
Saptari,10,3000,0.093405387,2,4,28,8398.438486,2,2,10,1,0,2
Darchula,7,37717.87297,1.238221755,9,3,17,5606.11099,14,3,10,3,1,0
Rupandehi,4,35557.22539,0.200594248,6,6,28,43865.99589,8,3,10,3,1,0
Panchthar,1,52121.95086,0.536971174,2,5,41,23909.13961,14,3,7,0,1,0
Siraha,11,16706.56411,0.47476958,3,3,43,2873.818637,1,3,8,2,1,2
Baitadi,2,29824.4576,0.488441448,10,3,26,12135.31939,5,3,10,5,1,0
Jumla,10,41990.42635,0.771019943,6,2,34,23885.77115,4,3,4,0,0,1
Ilam,10,38289.08414,0.288457553,4,2,28,13005.00941,5,3,1,0,1,1
Pyuthan,4,13517.65605,0.230603864,7,1,5,10211.73784,4,3,11,4,0,1
Solukhumbu,1,24639.97231,1.149718783,6,0,36,1121.813312,11,2,11,5,1,1
Darchula,8,57398.58496,0.149149928,6,6,24,1681.861534,3,3,3,4,1,2
Rolpa,9,39149.22216,0.119250618,3,1,20,4220.322679,13,3,2,1,0,2
Sarlahi,4,8374.141632,0.009438309,8,4,30,10804.59073,13,3,3,5,1,2
Baglung,10,49131.71435,0.141872382,9,4,39,65488.38393,10,3,12,1,1,1
Mustang,3,9411.764383,0.438548599,6,1,49,24312.50336,0,2,6,3,1,1
Nawalparasi West (Parasi),2,30087.67204,0.463975471,2,5,15,1748.866827,4,2,10,1,0,1
Nuwakot,5,44012.42487,0.176156099,1,2,13,18948.38081,4,2,3,1,1,1
Baitadi,3,54419.29408,0.045011419,3,4,5,24948.22532,11,2,10,3,1,1
Humla,10,3000,0.81905045,3,1,10,8023.273062,4,3,4,2,1,2
Kaski,7,46385.44172,0.851229416,8,3,26,6010.468864,12,3,1,3,1,1
Arghakhanchi,11,48787.59424,3.681588038,5,8,37,13178.24593,10,2,6,3,1,1
Ramechhap,6,26087.75251,1.381728505,1,4,4,10983.10951,0,2,2,2,1,0
Doti,1,36454.54543,1.562717548,4,0,14,4622.631632,11,3,4,3,1,0
Humla,8,3000,0.960298278,7,4,37,7596.97295,5,2,5,4,0,2
Khotang,2,3000,0.573491347,5,6,15,11793.33593,10,3,5,1,1,0
Darchula,5,52736.52352,0.08255529,10,2,17,13009.80755,11,2,4,3,0,0
Okhaldhunga,9,26377.67634,0.584214154,6,4,32,11381.27874,5,3,3,0,0,2
Tanahun,8,29460.6043,0.034549414,10,1,34,28072.51566,4,2,4,1,0,2
Mustang,2,38754.82246,1.299256504,4,1,23,483.8975661,15,3,3,4,1,0
Taplejung,9,29145.08463,0.39446111,2,2,34,6074.111494,12,3,3,4,1,2
Sindhupalchok,5,27660.92586,0.717350516,9,2,6,20784.43557,6,3,4,3,0,0
Bardiya,10,41311.82499,0.032194703,2,4,13,15823.92436,13,2,9,2,1,1
Darchula,6,11071.41988,0.45846173,2,3,49,37564.39357,0,3,9,0,1,0
Parbat,3,53558.68243,0.215088857,2,1,29,13301.74457,11,3,8,3,1,0
Salyan,3,31315.9996,0.201257012,1,5,23,15247.92033,2,3,4,2,1,0
Nawalparasi West (Parasi),10,18909.46399,0.296239444,3,6,14,18309.01231,10,3,2,4,1,2
Jajarkot,8,16756.64505,0.000383799,6,3,12,3090.620694,6,3,12,1,1,2
Jajarkot,11,35682.43018,0.377158688,7,3,18,20990.32999,9,2,9,4,0,1
Bardiya,10,30098.27664,0.399981071,1,3,28,5347.759457,12,2,6,3,1,1
Makwanpur,10,10218.55881,1.19323824,5,5,21,8287.77152,13,3,8,2,1,1
Sindhupalchok,2,25370.63831,0.357095925,5,2,1,211.5827743,14,3,4,3,0,1
Myagdi,11,22052.81595,0.271115585,1,3,38,27826.80964,5,3,8,4,0,2
Lalitpur,2,55189.70458,3.149379429,4,4,12,46022.25245,6,3,6,0,1,0
Sindhupalchok,5,37087.23864,0.508077446,10,3,35,931.1784587,12,1,6,4,1,1
Lalitpur,6,60109.43085,0.38389263,1,3,37,15126.0977,15,3,6,3,1,0
Dhankuta,2,23640.41241,0.411031024,1,3,17,48578.02057,14,3,9,2,1,0
Mustang,5,30341.88978,0.993858902,7,0,14,14005.39878,2,1,1,3,1,1
Dang,7,41184.8516,0.249924463,7,0,34,23988.6746,15,2,1,1,1,1
Udayapur,10,44666.12177,0.295752586,3,3,16,1885.638723,0,2,5,1,1,1
Ilam,10,46535.85716,0.846040902,7,6,47,4212.578598,0,3,1,2,0,2
Siraha,8,20795.04716,0.045470504,3,6,12,6363.638859,5,3,10,4,1,1
Salyan,7,21245.13381,1.202240586,2,2,21,59581.89039,10,3,9,3,0,1
Darchula,8,29313.27566,0.337484754,10,5,39,22833.63375,6,3,4,5,1,1
Palpa,9,58694.50983,0.522350298,4,2,20,32529.05864,2,2,2,5,1,2
Bajhang,5,18989.06907,0.849993157,10,3,25,10014.42617,5,3,3,1,1,1
Nawalparasi East (Nawalpur),5,26569.1999,0.185590195,3,0,45,18924.31246,0,3,9,0,1,0
Banke,11,46677.72663,1.326081264,7,2,3,19727.19401,7,3,11,1,0,0
Bardiya,10,45821.66824,2.324402162,1,4,6,12622.03038,13,3,8,4,1,0
Ramechhap,4,43886.69389,0.409056584,6,3,9,31552.22105,3,3,3,2,1,0
Dadeldhura,9,36293.49729,1.658176104,2,6,14,2584.105161,3,3,8,0,1,1
Pyuthan,5,17957.86206,0.000677556,8,4,25,888.6037647,15,3,4,3,1,1
Gorkha,2,23947.58514,1.347937429,5,4,15,5437.301909,10,2,6,3,0,1
Dhankuta,10,53023.84281,0.223547872,3,5,39,1386.200569,6,3,4,5,0,2
Darchula,8,47378.19733,0.223939989,10,5,33,933.1770532,0,3,11,2,1,1
Saptari,7,13640.24148,0.155331507,7,0,16,8147.386347,8,3,5,0,1,2
Chitwan,8,48911.32208,0.228768464,2,4,37,3356.637856,5,2,10,0,0,1
Sindhuli,3,55940.45502,0.144085773,5,2,15,23420.25543,12,3,9,0,1,0
Saptari,4,35861.29262,1.417841388,8,3,33,13004.80999,11,2,2,2,0,0
Kapilvastu,5,41820.49889,1.375721828,1,5,28,6708.207911,16,2,9,2,0,0
Achham,6,51183.76297,0.064692333,1,2,17,5064.520658,0,3,3,3,1,2
Ramechhap,1,23868.53766,0.092491308,3,3,10,12422.07423,8,3,5,1,1,0
Baglung,4,72273.56487,1.188382001,3,2,11,8537.473633,7,3,7,4,0,0
Nuwakot,11,54569.24766,0.305434084,7,6,36,860.2293415,1,1,12,3,0,2
Udayapur,10,43384.45036,0.111271479,6,1,1,16412.90847,3,3,12,5,1,1
Bardiya,5,34447.87449,0.42883017,7,2,17,10389.9371,0,3,2,5,1,1
Kaski,7,42916.43911,0.323399323,4,3,37,4863.107906,11,1,4,5,1,2
Surkhet,5,10035.48002,0.148432203,2,4,32,5146.126992,15,2,1,0,1,2
Ramechhap,1,68313.40429,0.765393471,2,1,8,9043.691363,4,2,11,1,1,0
Baitadi,11,53062.26518,0.598645792,10,2,14,26368.41297,15,3,3,4,1,1
Solukhumbu,7,58424.21755,0.062990761,1,2,27,8250.010158,8,2,6,0,1,2
Kaski,8,35492.11462,1.557262017,9,2,7,27449.4763,8,2,2,2,1,0
Arghakhanchi,7,29235.37286,0.49050554,7,3,45,8297.210655,1,3,8,1,1,1
Sarlahi,11,24211.08475,0.172772855,10,3,35,26571.69275,13,3,7,2,1,1
Morang,4,48017.19374,0.138623646,3,0,38,40220.38594,10,2,3,4,1,1
Jumla,8,26799.24673,0.087673383,2,5,7,311.8270386,1,2,1,5,1,2
Parbat,5,32002.28907,0.331652904,3,4,41,964.0849441,15,3,12,4,1,0
Gorkha,10,43742.38603,0.08739085,7,4,49,2158.389782,12,2,12,0,0,1
Pyuthan,9,24450.74693,0.32252399,5,0,49,1953.688725,16,2,10,2,1,2
Dadeldhura,10,51703.14822,0.096644052,3,3,18,9090.178961,0,2,4,3,1,2
Achham,5,34716.14275,0.641678296,9,4,3,21661.01783,15,3,4,5,1,0
Gorkha,1,10870.09091,0.92294614,2,2,26,48789.75286,12,3,11,3,0,1
Sindhupalchok,9,24279.95714,0.478468618,7,1,12,8113.624408,2,3,5,2,1,2
Jumla,5,55930.9672,0.68376722,10,2,37,17494.43079,2,3,3,4,0,1
Jumla,6,20007.95979,1.672048974,6,4,20,15138.71535,0,3,11,5,0,0
Kathmandu,4,49305.2398,0.610282751,6,3,25,7492.933457,2,3,2,1,0,1
Surkhet,6,36946.77499,0.271683292,7,2,44,19154.79473,15,3,2,5,1,0
Gulmi,8,32252.79517,0.358135369,6,2,22,13445.52327,7,3,8,2,1,0
Parbat,3,75201.50641,1.181922916,2,3,29,21402.96588,15,3,7,0,0,0
Tanahun,5,14452.54011,0.084054218,5,2,30,3228.536697,12,2,12,3,0,2
Arghakhanchi,2,23157.86232,0.236481042,3,3,30,6700.668481,12,2,1,5,1,2
Dhanusa,2,34625.1189,0.516627252,9,1,15,16685.58399,10,3,12,0,1,0
Darchula,7,73651.99027,0.676928917,8,5,41,1999.602054,3,2,9,1,1,1
Darchula,10,34662.38117,0.865081897,10,1,40,22071.09033,3,2,3,3,0,2
Dolpa,10,39388.04702,0.229817332,2,3,6,2148.35498,14,2,3,3,1,2
Doti,11,29626.63201,0.09459549,1,3,16,5883.513747,3,2,1,3,1,2
Khotang,10,40738.05726,1.858515624,4,2,23,4067.855634,7,2,11,5,1,1
Sankhuwasabha,6,30618.92149,0.047680665,4,2,19,943.8663533,1,2,4,0,1,0
Dolakha,4,46125.16167,0.060426376,10,3,38,4734.163897,14,3,10,4,1,1
Bardiya,5,47386.99722,0.409849847,2,4,26,36373.1909,13,2,12,0,1,0
Kailali,1,31254.31739,1.026454058,7,3,1,409.4679966,1,3,11,4,1,0
Doti,7,16992.31939,0.893671998,3,0,0,254.5821932,2,2,2,5,1,2
Siraha,8,36497.11755,1.665469245,7,2,33,18274.46617,10,1,12,2,1,0
Rolpa,9,57433.94797,0.091612853,7,1,26,6856.190586,6,3,3,3,1,2
Tanahun,8,21773.4305,0.282700751,1,1,36,3915.428392,15,3,12,0,1,1
Syangja,5,40342.67025,0.198890208,6,3,49,10665.76201,6,3,11,1,1,0
Lamjung,3,15708.15312,1.183408452,4,2,5,4652.505363,10,1,1,1,0,2
Jajarkot,10,18363.08265,0.402074107,8,2,37,7464.14813,1,2,3,4,0,2
Dailekh,11,55805.85336,0.016328954,8,3,26,18846.70661,7,3,4,4,1,2
Ilam,9,46064.53412,0.738527754,3,2,47,1864.872513,6,2,6,3,1,2
Humla,6,40583.44208,0.295298598,4,3,15,48154.76623,5,3,3,4,0,1
Mugu,5,3000,0.454479293,1,3,34,651.8927376,15,3,11,1,1,2
Arghakhanchi,3,26153.71406,1.345387672,10,2,26,24640.06254,10,3,6,0,0,0
Humla,6,44709.02405,0.178023821,2,4,34,19342.48077,2,3,12,0,1,0
Chitwan,3,11814.95187,0.164871098,7,2,35,4971.157154,8,2,12,4,0,2
Dhankuta,10,29337.83376,0.183257172,7,3,37,1888.940022,16,2,2,4,1,2
Ramechhap,6,47266.45937,0.247591719,9,2,27,28696.19379,1,3,11,5,1,0
Sindhuli,4,10821.78059,0.068139099,10,2,2,17073.32027,9,3,8,1,1,1
Nuwakot,2,8131.414609,0.716848614,9,2,40,5155.983596,9,1,5,2,1,2
Dadeldhura,8,11098.75014,0.139460988,9,3,30,256.1116229,16,2,1,0,1,2
Saptari,4,40351.76339,1.563397011,6,3,2,41828.41623,7,2,6,4,1,0
Udayapur,9,26088.02354,0.145767737,8,3,37,7769.092171,5,3,3,5,0,2
Dhading,7,49048.77802,0.17713993,9,2,23,2908.629674,10,2,4,5,0,2
Syangja,2,36936.29416,0.211456298,7,3,25,36427.99887,4,3,10,5,1,0
Surkhet,4,65088.55549,0.878003991,4,1,40,6671.370436,9,3,8,5,1,0
Kathmandu,5,15200.28483,0.334757139,4,4,46,9333.388493,0,3,8,3,1,2
Nuwakot,3,40308.34728,1.026665226,6,4,27,17990.68376,7,3,11,4,1,0
Mugu,9,22276.56366,0.921862245,4,2,8,25673.62336,3,2,8,4,1,2
Kailali,5,44603.40319,1.591204039,7,1,36,1583.370507,6,2,12,5,1,0
Rasuwa,2,36918.97424,0.847839702,8,3,26,34341.16935,14,3,5,0,0,0
Solukhumbu,11,19110.06682,0.031984247,8,3,47,40443.24406,1,3,1,4,1,2
Bajura,3,32485.56406,1.089439305,8,2,2,4501.780853,16,1,9,3,1,1
Palpa,9,36169.56924,1.669075497,2,4,40,10319.04988,15,3,11,3,1,1
Baglung,7,25411.05696,3.039294988,10,4,48,29265.76018,13,3,9,5,1,0
Bhojpur,2,46634.67544,0.080302357,2,2,27,10022.38011,2,2,8,3,0,1
Tanahun,9,18502.51813,0.570022175,2,4,31,9865.96422,7,3,11,1,1,2
Rukum East,4,68456.13693,0.133480268,2,3,34,14455.57824,16,3,3,3,1,1
Kavrepalanchok,9,50259.04481,0.182701358,4,1,6,21879.06101,0,2,6,5,1,1
Pyuthan,2,40579.8579,0.821271531,5,4,6,16432.04085,6,2,7,5,1,0
Gulmi,10,80525.0284,2.281033206,4,0,20,14775.23574,3,2,4,5,0,1
Sarlahi,4,30051.21879,0.542106893,5,5,31,6970.378447,2,3,12,0,1,0
Baitadi,5,44782.01388,1.140614437,4,1,37,14916.77246,9,3,10,2,1,0
Rolpa,2,38562.88742,0.0053541,7,4,19,1635.055043,2,2,7,4,1,1
Jhapa,10,47759.48309,0.022391656,10,2,7,7903.261019,1,3,9,4,1,2
Morang,1,58937.86187,0.544880955,1,1,3,3130.314701,4,2,6,4,0,2
Doti,7,43783.19003,0.295578398,1,5,25,11568.83126,16,3,2,3,0,2
Terhathum,10,51668.70233,1.323045391,2,3,14,4558.090294,4,3,6,3,1,1
Sindhupalchok,1,26193.79215,0.215706158,1,2,5,10576.31746,13,3,3,3,1,1
Parbat,11,31701.59762,0.339434221,10,2,47,22530.63169,15,3,7,2,0,0
Myagdi,11,61212.60096,0.450350361,10,7,31,8537.224406,13,3,3,2,1,1
Bajura,8,44549.69862,0.191329331,3,4,4,3702.491504,12,2,12,2,1,1
Dang,3,38973.17832,1.434816129,6,2,43,3784.370159,11,3,8,2,1,0
Panchthar,10,22948.09265,0.374770265,10,0,45,35507.56594,15,2,11,2,1,1
Rupandehi,6,50465.5373,0.331150686,6,2,5,22773.73168,16,3,11,4,0,0
Saptari,7,22496.55326,1.137284999,1,1,2,558.8732167,5,3,5,4,1,1
Kapilvastu,10,17781.34631,0.224361029,6,2,28,42897.79177,13,3,3,2,0,2
Baglung,1,36838.81202,1.020489139,5,3,18,1791.303161,15,2,1,4,1,1
Jajarkot,6,3000,0.0782517,7,3,9,15873.96714,2,3,5,2,1,1
Darchula,7,44777.22746,0.121114431,6,3,6,12027.80203,6,3,10,2,1,0
Morang,6,41031.10715,1.807625333,7,4,44,716.957214,4,2,10,2,1,0
Sankhuwasabha,4,29355.14306,1.108797891,2,1,0,5247.049304,9,3,11,4,1,0
Dhankuta,1,30806.10946,0.29451469,1,4,0,22431.83828,8,2,3,1,0,1
Solukhumbu,11,33090.86553,0.610423662,7,4,16,5498.278567,2,2,4,1,1,1
Solukhumbu,9,22373.96196,1.718508693,9,2,21,9818.48836,9,3,10,5,1,2
Dhading,4,37953.16204,0.142846889,2,4,35,17957.46763,15,2,4,5,0,1
Syangja,7,31009.68111,0.03649396,7,6,13,1113.950318,8,3,3,1,1,2
Gorkha,7,36799.23445,0.462623805,3,6,5,26811.04878,1,3,6,0,1,0
Taplejung,2,32508.34263,0.092308251,6,2,29,637.056221,5,2,6,1,1,0
Terhathum,1,29359.54124,0.124450041,3,2,45,4565.048852,4,3,1,1,1,2
Chitwan,8,39455.88198,1.33281982,10,0,46,21599.68499,2,1,4,1,1,0
Kapilvastu,8,47497.59749,0.0044586,5,3,32,36435.01109,6,2,1,3,1,2
Okhaldhunga,7,26603.69368,1.018371688,2,1,19,21428.24293,14,3,7,2,0,0
Darchula,8,41327.57267,0.436582031,8,5,15,3862.131013,5,3,7,5,0,1
Sarlahi,3,43310.88657,0.491626903,8,5,3,63737.44379,3,3,6,4,0,0
Chitwan,11,14458.17789,0.66842069,7,3,33,7999.500056,12,2,11,3,0,2
